date,date,open,high,low,close,volume,Log Return,Percentage Return,OBV,ADX,DI_pos,DI_neg,Aroon down,Aroon up,Aroon oscilator,MACD,MACD hist,MACD signal,RSI
2022-10-02 04:00:00,2022-10-02 04:00:00,1309.32,1317.0,1263.58,1282.17,7960616.81947881,0.0,0.0,7960616.81947881,,,,,,,,,,
2022-10-01 04:00:00,2022-10-01 04:00:00,1328.96,1332.78,1303.35,1309.32,7261783.58017332,0.020953963461486213,0.02117503919137076,15222400.39965213,,,,,,,,,,
2022-09-30 04:00:00,2022-09-30 04:00:00,1326.51,1373.22,1315.1,1328.96,16214768.0643923,0.03584272644886741,0.03649282076479721,31437168.46404443,,,,,,,,,,
2022-09-29 04:00:00,2022-09-29 04:00:00,1341.18,1352.0,1320.16,1326.51,2773493.86105368,0.03399747819136459,0.03458199770701231,28663674.60299075,,,,,,,,,,
2022-09-28 04:00:00,2022-09-28 04:00:00,1286.54,1355.21,1286.54,1341.18,10389151.8177071,0.04499586846827956,0.04602353822036087,39052826.42069785,,,,,,,,,,
2022-09-27 04:00:00,2022-09-27 04:00:00,1385.8,1400.0,1267.44,1286.54,24510462.6826891,0.0034024893553047603,0.003408284392865113,14542363.738008752,,,,,,,,,,
2022-09-26 04:00:00,2022-09-26 04:00:00,1303.99,1389.7,1278.64,1385.8,24108847.1282568,0.07772363519975949,0.08082391570540559,38651210.86626555,,,,,,,,,,
2022-09-25 04:00:00,2022-09-25 04:00:00,1328.95,1336.02,1270.3,1303.99,10949561.5590457,0.016874839752015716,0.017018024130965426,27701649.307219848,,,,,,,,,,
2022-09-24 04:00:00,2022-09-24 04:00:00,1321.7,1348.96,1306.98,1328.95,6139753.82541745,0.035835201739603265,0.03648502148701027,33841403.1326373,,,,,,,,,,
2022-09-23 04:00:00,2022-09-23 04:00:00,1339.97,1359.07,1261.96,1321.7,25768311.8193442,0.030364831770239662,0.030830545091524497,8073091.313293099,,,,,,,,,,
2022-09-22 04:00:00,2022-09-22 04:00:00,1262.42,1348.1,1252.16,1339.97,24364426.3368362,0.044093270641117795,0.045079825608148605,32437517.6501293,,,,,,,,,,
2022-09-21 04:00:00,2022-09-21 04:00:00,1337.98,1410.0,1213.86,1262.42,24783191.4697409,-0.015523441188371246,-0.015403573629081957,7654326.1803883985,,,,,,,,,,
2022-09-20 04:00:00,2022-09-20 04:00:00,1355.56,1383.83,1312.91,1337.98,19407389.6323415,0.04260705889982547,0.04352776932856006,27061715.8127299,,,,,,,,,,
2022-09-19 04:00:00,2022-09-19 04:00:00,1294.8,1392.44,1281.17,1355.56,24552248.0909324,0.05566069807475673,0.05723889967788964,51613963.903662294,,,,,,,,,,
2022-09-18 04:00:00,2022-09-18 04:00:00,1451.05,1460.0,1288.51,1294.8,21473458.441578,0.00980228805856794,0.009850487844825562,30140505.462084293,,17.202473889458556,8.933550043547795,78.57142857142857,100.0,21.42857142857143,,,,48.19462534348331
2022-09-17 04:00:00,2022-09-17 04:00:00,1439.59,1476.02,1409.75,1451.05,9481210.9295468,0.1237334772907663,0.13171420326477756,39621716.3916311,,15.830423816809752,7.467787508379755,71.42857142857143,100.0,28.57142857142857,,,,63.61520945145825
2022-09-16 04:00:00,2022-09-16 04:00:00,1473.87,1482.26,1406.0,1439.59,18554338.6077115,0.11580439581323519,0.12277623092101653,21067377.783919595,,15.301115864647386,6.950944416025942,64.28571428571428,100.0,35.71428571428572,,,,62.15389516068888
2022-09-15 04:00:00,2022-09-15 04:00:00,1606.83,1653.09,1446.94,1473.87,40275590.7146719,0.1393376394796158,0.14951215517443073,61342968.4985915,,26.473276675421836,5.75092052569459,57.14285714285714,100.0,42.85714285714286,,,,64.76149543897998
