date,date,open,high,low,close,volume,Log Return,Percentage Return,OBV,ADX,DI_pos,DI_neg,Aroon down,Aroon up,Aroon oscilator,MACD,MACD hist,MACD signal,RSI
2020-12-30 04:00:00,2020-12-30 04:00:00,28036.65,29316.49,27342.74,29041.41,79249480.4751422,0.0,0.0,79249480.4751422,,,,,,,,,,
2020-12-31 04:00:00,2020-12-31 04:00:00,29041.41,29524.0,27950.0,29363.61,61107417.192993,0.011033410094155786,0.01109450264295031,140356897.6681352,,,,,,,,,,
2021-01-01 04:00:00,2021-01-01 04:00:00,29363.61,29684.56,28698.87,29441.14,40351134.0605548,0.013670273440143193,0.013764138862403685,180708031.72869,,,,,,,,,,
2021-01-02 04:00:00,2021-01-02 04:00:00,29441.14,33309.76,29313.31,32637.23,120266126.026595,0.11673091880166335,0.12381699097943244,300974157.755285,,,,,,,,,,
2021-01-03 04:00:00,2021-01-03 04:00:00,32637.23,34776.0,32301.61,33617.3,73122295.6392508,0.1463180729189132,0.15756431936328164,374096453.39453584,,,,,,,,,,
2021-01-04 04:00:00,2021-01-04 04:00:00,33617.3,33669.0,27632.34,31203.46,143658280.960413,0.07180624360575816,0.07444714289010079,230438172.43412283,,,,,,,,,,
2021-01-05 04:00:00,2021-01-05 04:00:00,31203.46,34536.29,29914.5,34228.19,104620621.397981,0.16432683105436008,0.17859945505400754,335058793.83210385,,,,,,,,,,
2021-01-06 04:00:00,2021-01-06 04:00:00,34228.19,37824.48,33685.82,37613.11,185244424.553198,0.25862991734037183,0.2951544019384733,520303218.3853018,,,,,,,,,,
2021-01-07 04:00:00,2021-01-07 04:00:00,37613.11,40396.0,36129.05,38474.78,220980496.238967,0.28128021921298463,0.3248247932865518,741283714.6242688,,,,,,,,,,
2021-01-08 04:00:00,2021-01-08 04:00:00,38474.78,41999.99,37574.79,40279.03,228053820.757324,0.3271082436334993,0.3869515977357849,969337535.3815928,,,,,,,,,,
2021-01-09 04:00:00,2021-01-09 04:00:00,40279.03,41470.21,38768.82,40490.5,108471944.674127,0.33234463619899585,0.3942332689769539,1077809480.0557199,,,,,,,,,,
2021-01-10 04:00:00,2021-01-10 04:00:00,40490.5,41196.62,33100.0,35435.13,209551728.532704,0.19898095844772887,0.22015873196239433,868257751.5230159,,,,,,,,,,
2021-01-11 04:00:00,2021-01-11 04:00:00,35435.13,36323.25,30250.0,35000.0,439460508.363636,0.18662531899250373,0.20517564402003896,428797243.15937984,,,,,,,,,,
2021-01-12 04:00:00,2021-01-12 04:00:00,35000.0,36651.34,32178.29,33804.23,177329136.104459,0.1518632000907086,0.16400099031004367,251468107.05492085,,,,,,,,,,
2021-01-13 04:00:00,2021-01-13 04:00:00,33804.23,38188.33,32800.0,37040.7,150011477.590096,0.24329456559061535,0.27544427078437295,401479584.64501685,,23.05490016216542,22.83663315947302,0.0,64.28571428571428,64.28571428571428,,,,61.71128440289622
2021-01-14 04:00:00,2021-01-14 04:00:00,37040.7,40112.79,36751.4,38706.52,103985464.392914,0.2872853188006273,0.3328044333935576,505465049.03793085,,25.821194319016282,20.989312474508814,28.57142857142857,57.14285714285714,28.57142857142857,,,,65.23722826745616
2021-01-15 04:00:00,2021-01-15 04:00:00,38706.52,38849.96,34353.63,36549.31,164617862.565565,0.22993956527170703,0.25852394907822984,340847186.47236586,,23.126307828081426,24.364335389958118,21.42857142857143,50.0,28.57142857142857,,,,57.81257850628309
2021-01-16 04:00:00,2021-01-16 04:00:00,36549.31,37949.71,35400.01,36215.22,67198370.3669314,0.22075672996279888,0.24702003105221126,273648816.1054345,,21.740661201206546,22.904510527290252,14.28571428571429,42.85714285714286,28.57142857142857,,,,56.735636937288845
2021-01-17 04:00:00,2021-01-17 04:00:00,36215.22,36840.11,33868.96,35089.93,61756072.2658349,0.18919145222589062,0.2082722567533739,211892743.83959958,,20.220276619725077,24.906408808982043,7.14285714285714,35.71428571428571,28.57142857142857,,,,53.14464075927159
2021-01-18 04:00:00,2021-01-18 04:00:00,35089.93,37469.21,34778.0,36509.42,76079718.6553633,0.22884756698583672,0.2571503931799455,287972462.4949629,,20.421807767244136,23.315884548006238,0.0,28.57142857142857,28.57142857142857,,,,56.85441853870703
2021-01-19 04:00:00,2021-01-19 04:00:00,36509.42,37934.2,35005.0,35075.53,95626094.3778267,0.18878099385500058,0.20777641305983408,192346368.11713618,,20.105114198215645,21.692140001673252,0.0,21.42857142857143,21.42857142857143,,,,52.34584631265172
2021-01-20 04:00:00,2021-01-20 04:00:00,35075.53,35964.95,33400.0,34603.74,100351184.089997,0.17523902621074589,0.19153098971434224,91995184.02713919,,18.866136890938343,24.21150357175384,35.71428571428571,14.28571428571429,-21.428571428571416,,,,50.91517576976096
2021-01-21 04:00:00,2021-01-21 04:00:00,34603.74,35000.0,28800.0,30943.32,225592948.922922,0.06343440135154388,0.06548958883194711,-133597764.8957828,,16.25804650328864,31.121115825261082,100.0,7.14285714285714,-92.85714285714286,,,,41.44964278519645
2021-01-22 04:00:00,2021-01-22 04:00:00,30943.32,33880.0,30473.87,32393.63,92944710.7660058,0.10923905603381782,0.11542896849705309,-40653054.129777,,15.028854436722446,28.76819915305445,92.85714285714286,0.0,-92.85714285714286,,,,45.7528233599029
2021-01-23 04:00:00,2021-01-23 04:00:00,32393.63,33479.49,31444.0,32500.0,30614950.0435838,0.1125173468387819,0.11909166944717908,-10038104.0861932,,14.331527708472606,27.433377907862177,85.71428571428572,0.0,-85.71428571428572,,,,46.06591132056527
2021-01-24 04:00:00,2021-01-24 04:00:00,32500.0,33672.18,30958.0,33585.44,56036509.9540884,0.14536989722289426,0.15646726519132526,45998405.8678952,,13.436278806502019,26.838227823126548,78.57142857142857,0.0,-78.57142857142857,-585.3374933602026,,,49.282659376901826
2021-01-25 04:00:00,2021-01-25 04:00:00,33585.44,34885.56,31481.38,31557.64,78981908.0686431,0.08309297248448114,0.08664283173578702,-32983502.200747892,,15.164229187877197,24.749968127066246,71.42857142857143,21.42857142857143,-50.0,-738.7230817146046,,,44.002630235200556
2021-01-26 04:00:00,2021-01-26 04:00:00,31557.64,32951.0,30833.97,31852.6,80996602.6675475,0.09239626884255987,0.09679936339179118,48013100.4667996,19.25418682056349,14.413145019897934,25.03878156577248,64.28571428571428,14.28571428571429,-49.999999999999986,-826.9489064171721,,,44.92691182681581
2021-01-27 04:00:00,2021-01-27 04:00:00,31852.6,32059.73,29191.9,31514.54,182126805.684132,0.08172628413761725,0.0851587440141508,-134113705.21733241,20.809934666292325,13.44187664479848,27.209978441949467,57.14285714285714,7.14285714285714,-50.0,-913.6155336751108,,,44.029896860363934
2021-01-28 04:00:00,2021-01-28 04:00:00,31514.54,34671.77,30866.39,33864.01,156267079.84463,0.15363005602051152,0.1660594303100298,22153374.627297595,20.227383873477596,18.290425395240714,24.819911667954102,50.0,0.0,-50.0,-783.6830560717863,,,51.30644496824467
2021-01-29 04:00:00,2021-01-29 04:00:00,33864.01,38665.71,31968.27,33289.13,257439210.012061,0.1365081747743588,0.14626424818905126,-235285835.38476342,18.849329101375808,24.191132890423283,21.277507761934302,42.85714285714286,0.0,-42.85714285714286,-718.812618564094,,,49.607010839624756
2021-01-30 04:00:00,2021-01-30 04:00:00,33289.13,34805.65,33153.17,33949.79,46817774.3599959,0.15615992592165423,0.16901314364557374,-188468061.02476752,17.64282480770306,23.30723780822506,20.500070650683774,35.71428571428571,92.85714285714286,57.14285714285715,-607.0943826983566,,,51.591459632007854
2021-01-31 04:00:00,2021-01-31 04:00:00,33949.79,34205.0,32200.0,33608.78,38766299.9092137,0.14606459986067097,0.15727094517793727,-227234360.9339812,16.084829358397396,22.245191374107915,21.732189616956465,28.57142857142857,85.71428571428572,57.14285714285715,-539.8504727443142,,,50.486319692272374
2021-02-01 04:00:00,2021-02-01 04:00:00,33608.78,34700.0,33106.09,33589.89,71700680.5562575,0.14550238633776735,0.15662049466606476,-298935041.4902387,14.950942761011442,22.575993224608947,20.916227210060182,21.42857142857143,78.57142857142857,57.14285714285714,-482.5212501564529,205.98839377711317,-688.509643933566,50.421886732935555
2021-02-02 04:00:00,2021-02-02 04:00:00,33589.89,36545.05,33535.61,36467.28,84908608.6243912,0.22769267769422025,0.2556993617045453,-214026432.86584753,14.788968209646487,25.323258883833283,19.43266549676381,14.28571428571429,71.42857142857143,57.14285714285714,-202.57099029238452,388.75092291294527,-591.3219132053298,59.004540278305846
2021-02-03 04:00:00,2021-02-03 04:00:00,36467.28,38375.0,35583.18,37551.56,96121006.7222659,0.25699217945747094,0.29303501448448954,-117905426.14358163,15.36964915220874,27.984941663621157,18.1467635471942,7.14285714285714,64.28571428571428,57.14285714285714,105.56703085801564,557.5111552506764,-451.94412439266074,61.695509190353135
2021-02-04 04:00:00,2021-02-04 04:00:00,37551.56,38785.99,36211.08,37380.18,98574948.2369781,0.25241787492822254,0.28713378585957083,-216480374.38055974,16.04243053117234,27.243419450007853,17.02761284876545,0.0,100.0,100.0,332.1113262794606,627.244360537697,-295.1330342582365,61.01379189737407
2021-02-05 04:00:00,2021-02-05 04:00:00,37380.18,39700.0,37057.78,39415.76,80123463.6272954,0.30544299382830514,0.35722611264397974,-136356910.75326434,16.98113334470668,27.712320165909613,15.941183343933995,35.71428571428571,100.0,64.28571428571429,668.2010013101681,770.6672284547236,-102.46622714455557,65.84170712496108
2021-02-06 04:00:00,2021-02-06 04:00:00,39415.76,41000.0,38368.69,38897.95,77877790.683933,0.29221880751004564,0.33939605549455054,-214234701.43719733,18.27159286357041,29.10164670692061,14.920218711770824,28.57142857142857,100.0,71.42857142857143,882.5975159204318,788.0509944519898,94.54652146844191,63.68133896963907
2021-02-07 04:00:00,2021-02-07 04:00:00,38897.95,39748.96,37400.0,38107.34,47248165.2287553,0.2716841719995751,0.312172515039731,-261482866.66595262,18.834465999710254,27.413746296975685,16.44671834926326,21.42857142857143,92.85714285714286,71.42857142857143,977.4452978410627,706.3190210980966,271.12627674296607,60.42151001963344
2021-02-08 04:00:00,2021-02-08 04:00:00,38107.34,47519.31,38060.68,46653.5,277325604.40644,0.47402520877735776,0.6064474830939683,15842737.740487397,21.327722890431204,38.41424052588842,13.14143105155732,14.28571428571429,100.0,85.71428571428571,1722.3622176040517,1160.9887526888683,561.3734649151833,75.19994978268932
2021-02-09 04:00:00,2021-02-09 04:00:00,46653.5,48201.23,45037.8,46309.88,138566445.227344,0.46663258675939834,0.5946154129568777,-122723707.48685661,23.712111567151414,37.276357984208815,12.254404068968014,7.14285714285714,100.0,92.85714285714286,2258.947243428578,1358.0590228107158,900.8882206178623,74.00344781691999
2021-02-10 04:00:00,2021-02-10 04:00:00,46309.88,47367.17,43762.99,45513.94,112860313.661216,0.44929591016355264,0.5672083414682689,-235584021.1480726,25.199936663633366,34.42530739292001,14.022405273930984,0.0,92.85714285714286,92.85714285714286,2590.1118392349235,1351.378894893649,1238.7329443412746,71.17836956290049
2021-02-11 04:00:00,2021-02-11 04:00:00,45513.94,48975.0,44457.55,47624.29,123299377.52541,0.49462018270234487,0.639875267764203,-112284643.6226626,26.881566184376638,34.53444098903196,12.710217470502748,0.0,100.0,100.0,2988.401344903883,1399.7347204500866,1588.6666244537964,74.01121774221208
2021-02-12 04:00:00,2021-02-12 04:00:00,47624.29,48246.6,46289.93,47938.87,115718351.138348,0.5012039151009451,0.6507073864526551,3433707.5156853944,28.415198300966022,33.0900657735354,12.178622848664332,0.0,92.85714285714286,92.85714285714286,3291.4903724803808,1362.2589984212673,1929.2313740591135,74.41491236669333
2021-02-13 04:00:00,2021-02-13 04:00:00,47938.87,48027.3,46290.25,47381.8,59342705.9800386,0.4895154462254819,0.631525466566534,-55908998.464353204,29.815861240093053,31.817801922855004,11.710372899949574,7.14285714285714,85.71428571428572,78.57142857142858,3447.0047915505056,1214.2187339931138,2232.786057557392,72.2739349673229
2021-02-14 04:00:00,2021-02-14 04:00:00,47381.8,49700.0,45830.01,47185.29,102623282.57541,0.48535944897848093,0.6247589218292087,-158532281.0397632,31.44986975581727,32.78100434808583,10.721339803945316,0.0,100.0,100.0,3513.888455590626,1024.8819184265872,2489.006537164039,71.49253680796345
2021-02-15 04:00:00,2021-02-15 04:00:00,47185.29,49600.0,46334.68,49587.2,86085097.9961777,0.5350099934134657,0.7074653055757278,-72447183.04358551,32.94594514779233,30.44458523380563,9.95719167161106,0.0,92.85714285714286,92.85714285714286,3717.8512299173235,983.0757542026276,2734.775475714696,75.04410810126757
2021-02-16 04:00:00,2021-02-16 04:00:00,49587.2,50602.34,47818.86,49649.93,137841646.358328,0.5362742381241942,0.70962532466571,65394463.314742506,34.52691163190339,30.786386014809814,9.345704196158696,0.0,100.0,100.0,3840.2865519121115,884.4088609579326,2955.877690954179,75.13124842906862
